DateTime,PM2.5 (ug/m3),CO (ppm),NO2 (ppb),O3 (ppb),SO2 (ppb),Amb Temp (C),Rel Hum (%),WS (m/s)
05/09/2018 00:00,----,0.9786,35,18,----,17,18,2.7
06/09/2018 00:00,27,0.7336,32,30,----,22,16,3.8
07/09/2018 00:00,38,0.5676,19,36,----,22,23,4.9
08/09/2018 00:00,35,0.8581,30,18,----,16,51,3
09/09/2018 00:00,----,0.3032,11,20,----,11,34,3.1
10/09/2018 00:00,----,0.2324,8,15,----,8,40,2.4
11/09/2018 00:00,----,0.4885,21,15,----,12,22,1.9
12/09/2018 00:00,20,0.8274,21,20,----,16,16,2.8
13/09/2018 00:00,20,0.6023,20,23,----,20,12,3.6
14/09/2018 00:00,16,0.7712,20,20,----,18,10,2.3
15/09/2018 00:00,15,0.6842,22,17,----,18,8,1.9
16/09/2018 00:00,21,0.5982,24,18,----,21,6,3.1
17/09/2018 00:00,24,0.4594,23,27,----,24,4,3.9
18/09/2018 00:00,34,0.6182,21,30,----,24,14,4.2
19/09/2018 00:00,33,0.9214,26,25,----,24,9,3.1
20/09/2018 00:00,30,0.5447,21,27,----,24,10,3.8
21/09/2018 00:00,41,0.4769,22,21,----,20,30,3.5
22/09/2018 00:00,55,0.5695,21,28,----,18,61,3.6
23/09/2018 00:00,49,0.5296,20,33,----,21,48,3.7
24/09/2018 00:00,29,0.3475,11,31,----,20,49,4.6
25/09/2018 00:00,34,0.4407,21,25,----,22,40,2.8
26/09/2018 00:00,34,0.3572,20,29,----,22,38,4.1
27/09/2018 00:00,45,0.4933,30,29,----,24,21,2.9
28/09/2018 00:00,42,0.4178,25,32,----,24,27,3.9
29/09/2018 00:00,34,0.4193,24,28,----,22,47,3.7
30/09/2018 00:00,29,0.4557,25,22,----,21,46,3.3
01/10/2018 00:00,15,0.2638,16,21,----,18,49,4
02/10/2018 00:00,18,0.5964,21,24,2,20,34,2.4
03/10/2018 00:00,----,0.6489,25,25,5,23,17,2.8
04/10/2018 00:00,20,0.6012,20,19,4,18,34,3.3
05/10/2018 00:00,27,0.3174,20,14,11,13,50,3.5
06/10/2018 00:00,31,0.57,31,15,19,16,40,2.1
07/10/2018 00:00,29,0.4982,29,21,11,20,27,1.7
08/10/2018 00:00,28,0.4771,25,29,5,21,25,2.5
09/10/2018 00:00,21,0.465,23,26,6,22,27,2.6
10/10/2018 00:00,22,0.4606,19,25,5,21,34,3.1
11/10/2018 00:00,25,0.5812,24,25,7,22,30,2.9
12/10/2018 00:00,26,0.6163,28,23,8,24,25,2.4
13/10/2018 00:00,31,0.5816,24,28,5,24,26,3.5
14/10/2018 00:00,20,0.3292,19,14,5,14,75,3.9
15/10/2018 00:00,17,0.3812,19,21,2,13,81,3.1
16/10/2018 00:00,17,0.4255,16,25,2,18,50,2.8
17/10/2018 00:00,17,0.5142,26,24,4,21,27,2.4
18/10/2018 00:00,18,0.4014,20,21,4,21,35,8.5
19/10/2018 00:00,23,0.346,23,16,7,19,47,3.2
20/10/2018 00:00,18,0.4795,21,20,2,22,43,2.2
21/10/2018 00:00,24,0.3612,17,19,6,19,53,3.1
22/10/2018 00:00,14,0.2492,16,12,18,17,41,3.4
23/10/2018 00:00,19,0.4637,19,12,9,16,38,2.8
24/10/2018 00:00,23,0.4955,22,14,12,16,35,2.4
